91
abbot
administrator
admiral
archduchess
archduke
aristocrat
authority
autocrat
baron
baroness
baronet
baronetess
bey
bishop
boss
brass
brigadier general
caliph
captain
chair
chairman
chairperson
chairwoman
chief
chieftain
colonel
commandant
commander
commodore
consul
controller
count
countess
czar
czarina
dame
dean
despot
dictator
director
disciplinarian
doge
don
duchess
duke
earl
elder
eminence
emir
emperor
empress
excellency
executive
father
feds
field marshal
general
gentry
governor
grand duchess
grand duke
guru
head
head honcho
head of state
headmaster
headmistress
heir apparent
high priest
high rank
highness
honor
imperator
infanta
infante
judge
khan
king
knight
lady
landed gentry
leader
lord
majesty
management
manager
master
matriarch
mayor
minister
mistress
monarch
mother
nobility
noble
officer
oligarch
overlord
owner
pandit
patriarch
peer
pharaoh
pilot
police chief
pope
powers that be
premier
president
priest
priestess
prime minister
prince
princess
principal
provost
queen
raja
rana
rani
rector
regent
representative
royals
royalty
ruler
sahib
senator
shah
sheik
shogun
sir
skipper
sovereign
sri
sultan
superintendent
supervisor
swami
top brass
top dog
tsar
tsarina
tycoon
tyrant
vice-president
vidya
vip
viscount
viscountess
vizier
