127
agate
alexandrite
amber
amethyst
aquamarine
aventurine
azurite
basalt
beryl
calcite
carat
carnelian
chalcedony
citrine
coal
coral
crystal
density
diamond
dolomite
druze
emerald
facet
feldspar
fire opal
fluorite
fool's gold
fossil
garnet
gem
gemstone
geode
geology
gneiss
gold
granite
gravel
gypsum
hardness
hematite
howlite
igneous rock
inclusion
jade
jadeite
jasper
jet
karat
kunzite
labradorite
lapidary
lapis lazuli
lava
limestone
lithified
loess
luster
magma
magnetite
malachite
metamorphic rock
meteoroid
mica
mineral
moonstone
moss agate
nephrite
obsidian
opal
orthoclase
pebble
peridot
petrified wood
pumice
pyrite
pyroclastic flow
quartz
rock
rock cycle
rose quartz
ruby
salt
sand
sandstone
sapphire
sard
sardonyx
schist
sedimentary rock
seismograph
semi-precious
serpentine
silica
silt
soapstone
sodalite
spinel
stalactite
stalagmite
stone
talc
talus
tiger's eye
topaz
tourmaline
tsavorite
turquoise
unakite
vitreous
volcanic bomb
volcanic glass
volcano
vulcanite
wairakite
xalostocite
xenolith
xyloid jasper
yeatmanite
zircon
zoisite
