68
acquaintance
admirer
adolescent
adult
adversary
ally
amigo
ancestor
angel
antagonist
anybody
anyone
apparition
associate
baby
backer
beau
benefactor
best friend
boy
boyfriend
bride
bridegroom
brother
bud
buddy
champion
character
cherub
child
children
chum
citizen
clan
classmate
cohort
collaborator
colleague
combatant
compadre
companion
comrade
confederate
confidant
contact
coworker
crew
crony
customer
descendant
doppelgã¤nger
dude
employee
enemy
everybody
everyone
family
fellow
fiancã©
fiancã©e
flatmate
foe
folks
freshman
friend
gent
gentleman
girl
girlfriend
groom
grown-up
guy
house-mate
human
human being
in-law
individual
infant
inhabitant
junior
kid
kin
kith
lad
laddie
lady
lass
lassie
lover
man
mate
men
minor
mortal
neighbor
newborn
no one
nobody
occupant
opponent
pal
partner
patron
people
person
populace
population
preteen
rank and file
relations
relative
resident
retiree
rival
roommate
schoolboy
schoolgirl
schoolmate
senior
sidekick
sister
socialite
somebody
someone
sophomore
soul
sponsor
spouse
steady
stranger
supporter
sweetheart
teammate
teen
teenager
toddler
tot
tribe
tween
tyke
urchin
well-wisher
woman
women
workmate
youngster
youth
