148
auto
automobile
buggy
car
cloth-top
compact
convertible
coupe
cruiser
dragster
electric car
four-door
four-wheel drive
gas powered
gas-electric
hard top
hatchback
hearse
hot rod
humvee
hybrid
jeep
limo
limousine
low-rider
luxury car
minivan
off-road vehicle
patrol car
race car
ragtop
roadster
rotary engine
runabout
rv
sedan
soft-top
solar powered
sports car
sports utility vehicle
station wagon
stock car
stretch limo
subcompact
suv
taxi
taxi cab
two-door
van
