97
african-american
alabama
america
assassinated
atlanta
ballot
ballot box
bias
bigotry
black
boycott
bus
bus boycott
change
civil resistance
civil rights
coretta scott king
courage
democracy
democratic
demonstration
demonstrator
dignity
discrimination
doctoral degree
dr. king
dream
equality
fairness
free
freedom
gandhi
georgia
great
greatness
hatred
historic
history
holiday
honor
human rights
"""i have a dream"""
icon
inequity
intolerance
jail
january 15
jim crow
justice
king
leader
legacy
lorraine motel
lunch counter
mahatma gandhi
march
march on washington
"martin luther king, jr."
martyr
memorial
memphis
militant
minister
mlk
moral
morehouse college
movement
murdered
naacp
national association for the advancement of colored people
national holiday
nobel peace prize
nonviolence
nonviolent
opposition
orator
ordained
organize
pacifism
"parks, rosa"
peace
peaceful
philosophy
police brutality
political change
politics
poll tax
prejudice
prize
race
racism
resistance
reverend
rights
rosa parks
sacrifice
sclc
segregation
selma
sermon
slavery
social
social change
south
southern christian leadership conference (sclc)
speech
stereotype
stride
stride toward freedom
struggle
tactics
tennessee
tolerance
unfairness
united
unity
usa
vote
voter
