146
aerial tramway
aircraft
aircraft carrier
airplane
ambulance
amphibious vehicle
armored car
auto
automobile
baby carriage
balloon
barge
barrow
bathyscaphe
battleship
bicycle
bike
biplane
blimp
boat
bobsled
bomber
boxcar
broomstick
buggy
bulldozer
bullet train
bus
cab
cabin cruiser
cable car
caboose
camper
canoe
car
caravan
caravel
cargo ship
carriage
carrier
cart
catamaran
chairlift
chariot
chopper
clipper ship
clunker
coach
combine
compact car
conestoga wagon
container ship
convertible
conveyance
conveyor belt
convoy
coupe
covered wagon
crane
crop duster
cruise ship
cruiser
cutter
cycle
delivery truck
delivery van
destroyer
diesel truck
dinghy
dirigible
dirt bike
diving bell
dog cart
dogsled
donkey cart
dray
driver
dugout canoe
dump truck
earth mover
eighteen-wheeler
electric car
elevated railroad
elevator
engine
escalator
express train
ferry
fire engine
fireboat
fishing boat
flatbed truck
forklift
four-by-four
four-door
four-wheel drive
freight train
freighter
frigate
funicular railway
galleon
garbage truck
glider
go-cart
golf cart
gondola
gondola lift
gridlock
handcar
hang glider
hansom cab
hardtop
harvester
hatchback
haul
hay wagon
hearse
helicopter
hook and ladder truck
hot rod
hot-air balloon
houseboat
hovercraft
hull
humvee
hybrid
hydrofoil
hydroplane
ice boat
ice breaker
jalopy
jeep
jet
jet boat
jet pack
jet ski
jetliner
journey
jumbo jet
junk
kayak
ketch
landing craft
life raft
lifeboat
light rail
limo
limousine
litter
locomotive
lorry
low-rider
magic carpet
maglev
mast
minesweeper
minibus
minivan
model t
monorail
moped
motor
motor home
motorboat
motorcar
motorcycle
mountain bike
narrowboat
oar
ocean liner
off-road vehicle
oil tanker
outboard motor
outrigger canoe
oxcart
paddle
paddlewheeler
parachute
passenger
patrol car
pedal boat
pickup truck
pilot
plane
police car
power boat
prairie schooner
propeller
pt boat
pumper truck
punt
push cart
racecar
racing car
raft
ragtop
railroad
railway
rapid transit
recreational vehicle
rickshaw
ride
riverboat
roadster
rocket
rover
rowboat
rudder
runabout
rv
sail
sailboat
satellite
school bus
schooner
scooter
scull
seaplane
sedan
sedan chair
segway
semi
ship
shuttle
side wheeler
ski lift
ski tow
skiff
sled
sledge
sleigh
snow cat
snowmobile
snowplow
space shuttle
spaceship
speedboat
sport-utility vehicle/suv
sports car
squad car
sst
stagecoach
station wagon
steamboat
steamship
stock car
stretch limo
stroller
subcompact
submarine
submersible
subway
surrey
suv
t-bar lift
tank
tanker
taxi
taxicab
thresher
tire
toboggan
tow truck
town car
tracks
tractor
tractor-trailer
trail bike
trailer
train
tram
tramway
transit
trawler
tricycle
trolley
truck
tugboat
two-door
u-boat
ultralight craft
umiak
unicycle
van
vehicle
vespa
vessel
wagon
warship
wheel
wheelbarrow
wheelchair
windjammer
windshield
wreck
yacht
yawl
zamboni
zeppelin
