130
answer
arithmetic
assignment
atlas
backpack
ballpoint pen
binder
blackboard
book
bookcase
bookmark
calculator
calendar
chalk
chalk board
class clown
classroom
clip board
colored pencils
compass
composition book
computer
construction paper
crayons
desk
dictionary
dividers
dry-erase board
easel
encyclopedia
english
eraser
exam
examination
experiment
file folder
flash cards
folder
gel pen
geography
globe
glossary
glue
glue stick
grades
gym
highlighter
history
hole punch
homework
ink
intelligent
keyboard
language
laptop
learn
lesson
library
looseleaf paper
lunch
lunch box
map
markers
math
mathematics
mechanical pencil
memo pad
memorize
mortar board
notebook
pad of paper
paper
paper clip
paper punch
paste
pen
pencil
pencil pouch
pencil sharpener
physical education
portfolio
poster paint
principal
printer
project
protractor
pupil
push pin
question
quiz
reading
recess
rubber bands
ruler
science
scissors
sharpener
smart
spiral notebook
staple remover
stapler
student
tape
teacher
test
thesaurus
think
thumb tack
vocabulary
watercolors
whiteboard
word problems
word processor
world map
writing
yardstick
