56
absentee ballot
ballot
ballot box
campaign
candidate
caucus
choose
congress
constitution
convention
count
delegate
democracy
democrat
elect
election
elector
electoral college
electorate
executive branch
exit poll
front runner
general election
gerrymander
incumbent
independent
issues
legislative branch
lobbyist
lose
loser
majority
mayor
midterm elections
minority
negative ads
officials
open primary
party
platform
plurality
political
politician
politics
poll
popular vote
precinct
president
primary
promises
protest vote
recount
redistricting
referendum
represent
republican
runoff
senator
speeches
stance
straw vote
suffrage
super delegate
super tuesday
swing vote
tally
term
term limits
third party
town meeting
us constitution
vote
voter
voting booth
voting machine
win
winner
