72
acorn in your pocket (in nordic legends)
amber
amulets
ankh (ancient egypt)
bamboo (in china)
buddha
cat's eye (the semi-precious stone)
charms
chimney sweeps (in england)
christian saints
circle
crossed fingers
crystals
dice
dolphins
dragon (in china)
dragonflies
dreamcatcher (is supposed to catch bad dreams)
eggs
"eight (the number, in china)"
elephants
falling star
four-leaf clovers
goldfish (in china)
hand
horses (in china)
horseshoe
kachina doll (southwestern american natives)
knives (ancient greece)
knocking on wood
ladybugs
north star
penny
pigs (in germany)
pinch of salt thrown over your shoulder
pot of gold
rabbit's foot
rainbows
red lanterns (in china)
scarab beetles (in ancient egypt)
seven (the number)
shooting stars
tigers (in china)
tortoises
turtles
wishbones
wishing well
