65
anemone
apple blossom
aster
azalea
baby's breath
bachelor button
begonia
bellflower
bells of ireland
bitterroot
black-eyed susan
bluebells
bluebonnet
bougainvillea
bouquet
buttercup
butterfly bush
calendula
california poppy
calla lily
camellia
candytuft
canna
carnation
carrion flower
chicory
chrysanthemum
clover
columbine
cornflower
corpse flower
cosmos
crocus
daffodil
dahlia
daisy
dandelion
delphinium
dianthus
dogwood
edelweiss
floret
florist
flower
forget-me-not
foxglove
freesia
gardenia
gerbera daisy
gillyflower
gladiolus
goldenrod
hawthorn
heather
hibiscus
hollyhock
honeysuckle
hydrangea
indian blanket
iris
jasmine
jessamine
johnny-jump-up
jonquil
kangaroo paw
lady's slipper
lantana
larkspur
laurel
lavender
lilac
lily
lily-of-the-valley
magnolia
mallow
marigold
mayflower
mimosa
mistletoe
mock orange
morning glory
mountain laurel
myrtle
narcissus
nasturtium
oleander
orange blossom
orchid
pansy
pasque flower
passionflower
peach blossom
peony
petal
phlox
plumeria
poinsettia
poppy
primrose
pussy willow
queen anne's lace
ranunculus
rhododendron
rose
safflower
sego lily
sepal
snapdragon
stock
sunflower
sweet pea
thistle
tickseed
tiger lily
trillium
tulip
venus flytrap
veronica
vetch
violet
wallflower
wild prairie rose
wildflowers
wisteria
wolfsbane
yucca flower
zinnia
