105
accordion
acoustic guitar
aeolian harp
alphorn
alto saxophone
anvil
baby grand piano
bagpipe
balalaika
bandoneon
bandura
banjo
baritone horn
bass
bass clarinet
bass drum
bass guitar
bassoon
bell
bongo drum
bouzouki
bow
brass instruments
bugle
calliope
carillon
castanets
celesta
cello
celtic harp
chimes
cimbalom
clarinet
classical guitar
clavichord
clavier
concertina
conch
conga drum
contrabass
cornet
cowbell
cymbals
didgeridoo
double bass
drum
drumsticks
dulcimer
electric guitar
electric organ
english horn
euphonium
fiddle
fife
flugelhorn
flute
french horn
glockenspiel
gong
grand piano
guitar
hammered dulcimer
harmonica
harmonium
harp
harpsichord
helicon
horn
hurdy-gurdy
instrument
jaw harp
jew's harp
kazoo
kettledrum
keyboard
lute
lyre
mallets
mandolin
maracas
marimba
mellophone
melodeon
moog synthesizer
musical instruments
musical saw
mute
oboe
ocarina
organ
pan pipes
penny whistle
percussion
piano
piccolo
pipa
pipe organ
player piano
pump organ
rainstick
rattle
recorder
reed
saw
saxophone
sitar
slide whistle
snare drum
sousaphone
spinet
spoons
steel drum
steel guitar
string bass
string instruments
strings
synthesizer
tabla
tambourine
theremin
thumb piano
timpani
tin whistle
tom-tom drum
triangle
trombone
trumpet
tuba
tubular bells
ukulele
upright piano
valve
vibraphone
viola
viola da gamba
violin
violoncello
vuvuzela
wagner tuba
washboard
whistle
wind chime
wind instruments
woodwind instruments
xylophone
zither
