134
acute triangle
annulus
arc
asymmetry
bipyramid
cardioid
circle
concave polygon
cone
conic section
convex polygon
crescent
cube
cuboid
curve
cylinder
decagon
disc
disk
dodecahedron
dot
ellipse
ellipsoid
equilateral triangle
gnomon
heart
helix
heptagon
hexaflexagon
hexagon
hexagonal prism
hexahedron
hyperbola
hyperboloid
hypersphere
icosahedron
interval
isosceles triangle
kite
klein bottle
line
line segment
lozenge
mã¶bius strip
nonagon
obtuse triangle
octagon
octahedron
orb
oval
parabola
paraboloid
parallelepiped
parallelogram
pentagon
plane
platonic solid
point
polygon
polyhedra
prism
pyramid
quadrilateral
ray
rectangle
regular polygon
regular polyhedra
rhombus
right triangle
round
scalene triangle
sector
semicircle
shape
shapeless
sphere
spheroid
square
star
symmetry
tesseract
tetrahedron
torus
trapezium
trapezoid
triangle
wedge
