143
acorn
america
american
apple
apple pie
ate
autumn
bake
baste
beans
bread
buns
canoe
carve
casserole
celebrate
centerpiece
colonists
cook
corn
cornbread
cornucopia
cranberries
cranberry
cranberry sauce
delicious
dessert
dine
dinner
dish
drumstick
eat
fall
family
feast
fish
football
friends
giblets
gobble
grandparents
grateful
gratitude
gravy
ham
harvest
holiday
home
indian
indian corn
leaf
leaves
leftovers
massachusetts
massachusetts bay colony
massasoit
mayflower
meal
meat
melting pot
napkin
native
native american
new world
november
oven
pans
parents
patuxet indians
pecan
pie
pilgrim
platter
plymouth
plymouth rock
potato
pots
pumpkin
pumpkin pie
recipe
roast
rolls
sail
salad
sauce
serve
settlers
squanto
squash
stuffing
sweet corn
sweet potato
tablecloth
taste
tasty
thankful
thanksgiving day
thursday
tisquantum
tom turkey
tradition
turkey
vegetables
voyage
wampanoag indians
wishbone
yam
