95
aardvark
african elephant
african wild cat
agouti
alpaca
american bison
anteater
antelope
ape
arctic fox
arctic wolf
armadillo
arsinoitherium
artiodactyls
aye-aye
baboon
bactrian camel
badger
bandicoot
bat
bear
beaver
beluga whale
bighorn sheep
bilby
binturong
bison
black bear
black bear hamster
blue whale
bobcat
bongo
bonobo
bowhead whale
brown bear
buffalo
bull
bushbaby
california sea lion
camel
cape buffalo
capybera
caracal
caribou
carnivora
cat
catamount
cattle
cavy
cheetah
chimpanzee
chinchilla
chipmunk
coati
collared peccary
colugo
cougar
cow
coyote
coypu
dall sheep
dall's porpoise
dalmatian
deer
dhole
dingo
doedicurus
dog
dolphin
donkey
dromedary
duck-billed platypus
dugong
echidna
ekaltadelta
eland
elephant
elephant seal
elk
eohippus
ermine
fennec fox
ferret
fin whale
flying squirrel
fossa
fox
fruit bat
galagos
gazelle
gerbil
gibbon
giraffe
glyptodon
gnu
goat
golden lion tamarin
gopher
gorilla
gray whale
great apes
grizzly bear
groundhog
guinea pig
hamster
hare
harp seal
hedgehog
hippo
hippopotamus
horse
howler monkey
human being
humpback whale
hyena
hyracotherium
hyrax
ibex
impala
insectivores
jaguar
javelina
kangaroo
kangaroo rat
karakul
killer whale
kinkajou
koala
kudu
lagomorph
lemming
lemur
leopard
lion
llama
longhorn
loris
lynx
macaque
macrauchenia
mammal
mammoth
manatee
mandrill
marine mammals
marmoset
marmot
marsupial
mastodon
meerkat
mice
mink
mole
mongoose
monkey
monotreme
moose
morganucodon
mountain lion
mouse
musk ox
muskrat
mustelids
nabarlek
naked mole-rat
narwhal
northern elephant seal
northern fur seal
northern right whale
numbat
nutria
ocelot
okapi
onager
opossum
orangutan
orca
oryx
otter
ox
panda
pangolin
panther
perissodactyls
pig
pika
pinnipeds
placental mammals
platybelodon
platypus
polar bear
porcupine
porpoise
primates
proboscideans
pronghorn
puma
quagga
quokka
quoll
rabbit
raccoon
rat
red kangaroo
red panda
red wolf
reindeer
rhino
rhinoceros
right whale
ring-tailed lemur
ringtail possum
river otter
rodent
sea otter
seal
serval
sheep
shrew
siamang
skunk
sloth
smilodon
snow leopard
spectacled porpoise
spiny anteater
squirrel
sugar glider
tamarin
tapir
tarsier
tasmanian devil
tasmanian tiger
three-toed sloth
tiger
tree shrew
ungulates
vampire bat
virginia opossum
wallaby
walrus
warthog
weasel
weddell seal
whale
wildebeest
wolf
wolverine
wombat
woodchuck
woodland caribou
woolly mammoth
woolly rhinoceros
yak
zebra
zorilla
zorro
