161
aqua
aqueduct
aquifer
artesian well
basin
black ice
blizzard
body of water
boil
brackish water
brine
brook
canal
channel
cloudburst
condensation
confluence
course
damp
depth
dew
dew-drop
divining rod
downpour
drain
drainage
drenched
drinkable
drizzle
drop
effluent
evaporation
flood
flow
fluvial
freezing rain
fresh water
frost
geyser
gravity flow
gully washer
h2o
hail
headwaters
hoarfrost
humid
humidity
hurricane
hydrology
hydropower
ice
ice crystals
ice pellets
icicle
impermeable
irrigate
irrigation
lake
meander
moist
moisture
monsoon
non-potable
ocean
oxbow
permeable
pipe
pluvial
pond
pool
potable
precipitation
puddle
pure
rain
reservoir
rime
riparian
river
rivulet
runoff
saline
saltwater
saturated
sea
seep
seepage
shower
sleet
slush
snow
snow flurry
snowfall
snowflake
snowmelt
snowstorm
soak
soaked
soggy
spray
spring
sprinkler
steam
stream
surf
swampy
tide
tributary
typhoon
vapor
water
water cycle
water drop
water table
water vapor
water well
waterfall
waterfront
waterlogged
waterproof
watershed
waterspout
watertight
waterway
waterwheel
waterworks
watery
waves
well
wet
wetlands
