80
april fool's day
arbor day
bastille day
boxing day
canada day
chinese new year
christmas
cinco de mayo
columbus day
day of the dead
diwali
earth day
easter
election day
emancipation day
father's day
flag day
grandparent's day
groundhog day
guy fawkes day
halloween
hanukkah
independence day
july 4
juneteenth
"king, martin luther: birthday"
kwanzaa
labor day
lincoln's birthday
mardi gras (shrove tuesday)
"martin luther king, jr., birthday"
may day
memorial day
mother's day
new year's day
new year's eve
passover
pi day
presidents' day
purim
ramadan
rosh hashanah
st. patrick's day
st. valentine's day
thanksgiving
valentine's day
ve day
veteran's day
washington's birthday
world environment day
yom kippur
