133
appliqué
awl
backstitch
baste
batting
bias tape
binding
blanket stitch
bobbin
bolt
bow
button
buttonhole
chain stitch
chalk
cloth
cotton
crewel
crochet
cross-stitch
cuff
cut
darts
design
dress form
dressmaker
edging
elastic
embroider
embroidery
eye
fabric
fashion
fastener
feed dogs
frog
garment
gather
grommet
gusset
hand stitch
hem
hook and eye
hoop
inseam
interfacing
iron
join
knit
knot
lace
linen
lockstitch
material
needle
needlepoint
notions
overhand stitch
overlock stitch
patchwork
patterns
pin
pin cushion
pinking shears
pleat
pocket
project
quilt
ribbon
rotary cutter
ruffles
ruler
running stitch
scissors
seam
seam allowance
seam ripper
seamstress
selvage
serger
sew
sewing
sewing machine
silk
smocking
snaps
spool
stitch
styling
suture
tack
tailor
tape measure
tat
textile
thimble
thread
top stitch
trim
twill tape
upholsterer
upholstery needle
velcro
weave
woven
yardage
yarn
yoke
zig-zag
zipper
