85
aah
ack
agreed
ah
aha
ahem
alas
all right
amen
argh
as if
aw
ay
aye
bah
blast
boo hoo
bother
boy
brr
by golly
bye
cheerio
cheers
chin up
come on
crikey
curses
dear me
doggone
drat
duh
easy does it
eek
egads
er
exactly
fair enough
fiddle-dee-dee
fiddlesticks
fie
foo
fooey
g'day
gadzooks
gah
gangway
gee
gee whiz
geez
gesundheit
get lost
get outta here
go on
good
good golly
good job
gosh
gracious
great
grr
gulp
ha
ha-ha
hah
hallelujah
harrumph
haw
hee
here
hey
hmm
ho hum
hoo
hooray
hot dog
how
huh
hum
humbug
hurray
huzza
i say
ick
is it
ixnay
jeez
just a sec
just kidding
just wondering
kapish
la
la-di-dah
lo
long time
look
look here
lordy
man
meh
mmm
most certainly
my
my my
my word
nah
naw
never
no
no can do
no thanks
no way
nooo
not
nuts
oh
oh no
oh-oh
oho
okay
okey-dokey
om
oof
ooh
oopsey
over
oy
oyez
peace
pew
pff
phew
pish posh
psst
ptui
quite
rah
rats
ready
right
right on
roger
roger that
rumble
say
see ya
shame
shh
shoo
shucks
sigh
sleep tight
snap
sorry
sssh
sup
ta
ta ta
ta-da
take that
tally ho
tch
thanks
there
there there
time out
toodles
touche
tsk
tsk-tsk
tut
tut-tut
ugh
uh
uh-oh
um
ur
urgh
very nice
very well
voila
vroom
wah
well
well done
"well, well"
what
whatever
whee
when
whew
whoa
whoo
whoopee
whoops
whoopsy
why
word
wow
wuzzup
ya
yea
yeah
yech
yikes
yippee
yo
yoo-hoo
you bet
you don't say
you know
yow
yum
yummy
zap
zounds
zowie
zzz
