107
auld lang syne
baby
ball
balloons
bubbly
calendar
celebrate
celebration
champagne
cheers
clock
confetti
countdown
dancing
day
december
eve
evening
extravaganza
father time
festivities
firecrackers
fireworks
first
flute
games
gathering
goblet
gown
happy
hat
holiday
horns
hourglass
in with the new
invitation
invite
january
kiss
last
memories
merry-making
midnight
music
new
new year
new year's eve
noise maker
noisemaker
old
out with the old
parade
party
resolution
ring in the new year
sparklers
streamer
stroke of midnight
time
times square
toast
tradition
tuxedo
twelve o'clock
vow
year
